Date,Site,graveltrt,n_sensors,n_dailytimepoints,avgmindailyTemp_C,avgmaxdailyTemp_C,avg_Temp_C,sd_Temp_C.avg,threeormoresensors,alldailytimepoints,DailyTdiff,Possiblesnowcover_2degrees,Possiblesnowcover_1degree,Year,Month,quarter,Experimentyear,Frostheaveissue
11/12/2021,Sheep Station,Black,4,96,0.500000007,5.649999976,3.074999992,0.175594187,1,1,5.149999969,0,0,2021,Nov,Q4,Year1,NA
11/12/2021,Sheep Station,White,3,96,0,2.333333413,1.166666706,0.125830586,1,1,2.333333413,0,0,2021,Nov,Q4,Year1,NA
11/13/2021,Sheep Station,Black,4,96,2.324999988,9.174999714,5.749999851,0.070710695,1,1,6.849999726,0,0,2021,Nov,Q4,Year1,NA
11/13/2021,Sheep Station,White,3,96,1.666666706,6.866666635,4.266666671,0.11547003,1,1,5.199999928,0,0,2021,Nov,Q4,Year1,NA
11/14/2021,Sheep Station,Black,4,96,2.724999964,8.674999714,5.699999839,0.081649726,1,1,5.94999975,0,0,2021,Nov,Q4,Year1,NA
11/14/2021,Sheep Station,White,3,96,1.733333349,6.866666635,4.299999992,0.086602527,1,1,5.133333286,0,0,2021,Nov,Q4,Year1,NA
11/15/2021,Sheep Station,Black,4,96,1.449999988,10.25,5.849999994,0.147195955,1,1,8.800000012,0,0,2021,Nov,Q4,Year1,NA
11/15/2021,Sheep Station,White,3,96,1.200000008,7.366666476,4.283333242,0.152752534,1,1,6.166666468,0,0,2021,Nov,Q4,Year1,NA
11/16/2021,Sheep Station,Black,4,96,0.525000008,8.600000143,4.562500075,0.188745875,1,1,8.075000135,0,0,2021,Nov,Q4,Year1,NA
11/16/2021,Sheep Station,White,3,96,0.166666667,6.300000191,3.233333429,0.076376261,1,1,6.133333524,0,0,2021,Nov,Q4,Year1,NA
11/17/2021,Sheep Station,Black,4,96,-2.524999976,3.149999976,0.3125,0.455292915,1,1,5.674999952,0,0,2021,Nov,Q4,Year1,NA
11/17/2021,Sheep Station,White,3,96,-2.699999968,1.033333361,-0.833333304,0.317542612,1,1,3.733333329,0,0,2021,Nov,Q4,Year1,NA
11/18/2021,Sheep Station,Black,4,96,-2.050000012,0.325000005,-0.862500004,0.047871361,1,1,2.375000017,0,0,2021,Nov,Q4,Year1,NA
11/18/2021,Sheep Station,White,4,80.25,-2.549999967,0.150000004,-1.199999982,0.521216505,1,0,2.699999971,0,0,2021,Nov,Q4,Year1,NA
11/19/2021,Sheep Station,Black,4,96,-0.075000001,0.350000005,0.137500002,0.125,1,1,0.425000006,1,1,2021,Nov,Q4,Year1,NA
11/19/2021,Sheep Station,White,4,96,-0.525000006,0.225000005,-0.15,0.187082871,1,1,0.750000011,1,1,2021,Nov,Q4,Year1,NA
11/20/2021,Sheep Station,Black,4,96,0.300000006,6.075000048,3.187500027,0.311916172,1,1,5.775000041,0,0,2021,Nov,Q4,Year1,NA
11/20/2021,Sheep Station,White,4,96,0.200000007,1.199999988,0.699999997,0.187082875,1,1,0.999999981,1,1,2021,Nov,Q4,Year1,NA
11/21/2021,Sheep Station,Black,4,96,0.600000009,3.400000036,2.000000022,0.17795131,1,1,2.800000027,0,0,2021,Nov,Q4,Year1,NA
11/21/2021,Sheep Station,White,4,96,0.175000001,0.500000004,0.337500002,0.228673711,1,1,0.325000003,1,1,2021,Nov,Q4,Year1,NA
11/22/2021,Sheep Station,Black,4,96,-0.025,8.125,4.05,0.158113857,1,1,8.15,0,0,2021,Nov,Q4,Year1,NA
11/22/2021,Sheep Station,White,4,96,-0.549999991,1.474999994,0.462500001,0.314576436,1,1,2.024999985,0,0,2021,Nov,Q4,Year1,NA
11/23/2021,Sheep Station,Black,4,96,-0.999999985,0.825000003,-0.087499991,0.131497779,1,1,1.824999988,1,0,2021,Nov,Q4,Year1,NA
11/23/2021,Sheep Station,White,4,96,-2.899999976,0.425000006,-1.237499985,0.256173761,1,1,3.324999982,0,0,2021,Nov,Q4,Year1,NA
11/24/2021,Sheep Station,Black,4,96,-0.425000012,3.849999964,1.712499976,0.246221472,1,1,4.274999976,0,0,2021,Nov,Q4,Year1,NA
11/24/2021,Sheep Station,White,4,96,-2.849999964,0.649999995,-1.099999985,0.308220693,1,1,3.499999959,0,0,2021,Nov,Q4,Year1,NA
11/25/2021,Sheep Station,Black,4,96,-0.30000001,0.999999985,0.349999988,0.070710673,1,1,1.299999995,1,0,2021,Nov,Q4,Year1,NA
11/25/2021,Sheep Station,White,4,96,-2.875,0.375000002,-1.249999999,0.234520771,1,1,3.250000002,0,0,2021,Nov,Q4,Year1,NA
11/26/2021,Sheep Station,Black,4,96,-0.600000001,1.599999994,0.499999996,0.081649678,1,1,2.199999996,0,0,2021,Nov,Q4,Year1,NA
11/26/2021,Sheep Station,White,4,96,-2.75,0.52500001,-1.112499995,0.165201926,1,1,3.27500001,0,0,2021,Nov,Q4,Year1,NA
11/27/2021,Sheep Station,Black,4,96,-0.524999999,5.824999928,2.649999965,0.040824808,1,1,6.349999927,0,0,2021,Nov,Q4,Year1,NA
11/27/2021,Sheep Station,White,4,96,-2.900000036,1.099999994,-0.900000021,0.270801279,1,1,4.00000003,0,0,2021,Nov,Q4,Year1,NA
11/28/2021,Sheep Station,Black,4,96,-0.025,9.799999952,4.887499976,0.188745816,1,1,9.824999953,0,0,2021,Nov,Q4,Year1,NA
11/28/2021,Sheep Station,White,4,96,-1.700000018,2.274999976,0.287499979,0.252899864,1,1,3.974999994,0,0,2021,Nov,Q4,Year1,NA
11/29/2021,Sheep Station,Black,4,96,-0.225000001,8.850000143,4.312500071,0.13149787,1,1,9.075000145,0,0,2021,Nov,Q4,Year1,NA
11/29/2021,Sheep Station,White,4,96,-1.700000018,2.325000048,0.312500015,0.327554096,1,1,4.025000066,0,0,2021,Nov,Q4,Year1,NA
11/30/2021,Sheep Station,Black,4,96,-0.075000003,1.349999994,0.637499996,0.179698822,1,1,1.424999997,1,0,2021,Nov,Q4,Year1,NA
11/30/2021,Sheep Station,White,4,96,-0.925000012,0.225000003,-0.350000004,0.212132045,1,1,1.150000015,1,0,2021,Nov,Q4,Year1,NA
12/1/2021,Sheep Station,Black,4,96,0.125000004,5.775000095,2.95000005,0.216024652,1,1,5.650000092,0,0,2021,Dec,Q4,Year1,NA
12/1/2021,Sheep Station,White,4,96,-1.049999982,0.924999997,-0.062499993,0.179698826,1,1,1.974999979,1,0,2021,Dec,Q4,Year1,NA
12/2/2021,Sheep Station,Black,4,96,0.425000012,9.299999952,4.862499982,0.317214446,1,1,8.87499994,0,0,2021,Dec,Q4,Year1,NA
12/2/2021,Sheep Station,White,4,96,-0.275000004,2.600000024,1.16250001,0.201556436,1,1,2.875000028,0,0,2021,Dec,Q4,Year1,NA
12/3/2021,Sheep Station,Black,4,96,0.100000003,5.900000095,3.000000049,0.18257416,1,1,5.800000092,0,0,2021,Dec,Q4,Year1,NA
12/3/2021,Sheep Station,White,4,96,-0.425000004,1.125,0.349999998,0.158113875,1,1,1.550000004,1,0,2021,Dec,Q4,Year1,NA
12/4/2021,Sheep Station,Black,4,96,0.400000013,6.5,3.450000007,0.158113862,1,1,6.099999987,0,0,2021,Dec,Q4,Year1,NA
12/4/2021,Sheep Station,White,4,96,-0.025,1.850000024,0.912500012,0.103077632,1,1,1.875000024,1,0,2021,Dec,Q4,Year1,NA
12/5/2021,Sheep Station,Black,4,96,-0.949999988,4.025000036,1.537500024,0.110867849,1,1,4.975000024,0,0,2021,Dec,Q4,Year1,NA
12/5/2021,Sheep Station,White,4,94,-1.5,1.174999997,-0.162500001,0.265753672,1,0,2.674999997,0,0,2021,Dec,Q4,Year1,NA
12/6/2021,Sheep Station,Black,4,96,-1.175000012,0.150000004,-0.512500004,0.143614079,1,1,1.325000016,1,0,2021,Dec,Q4,Year1,NA
12/6/2021,Sheep Station,White,4,95.75,-2.324999988,-0.150000004,-1.237499996,0.184277854,1,0,2.174999984,0,0,2021,Dec,Q4,Year1,NA
12/7/2021,Sheep Station,Black,4,96,-0.57500001,0.275000002,-0.150000004,0.129099452,1,1,0.850000013,1,1,2021,Dec,Q4,Year1,NA
12/7/2021,Sheep Station,White,4,96,-1.349999994,-0.025,-0.687499997,0.13768926,1,1,1.324999994,1,0,2021,Dec,Q4,Year1,NA
12/8/2021,Sheep Station,Black,4,96,-0.800000012,0.175000006,-0.312500003,0.118145386,1,1,0.975000018,1,1,2021,Dec,Q4,Year1,NA
12/8/2021,Sheep Station,White,4,96,-2.099999964,-0.050000003,-1.074999983,0.155456317,1,1,2.049999962,0,0,2021,Dec,Q4,Year1,NA
12/9/2021,Sheep Station,Black,4,96,-2.599999964,0.274999999,-1.162499983,0.075000033,1,1,2.874999963,0,0,2021,Dec,Q4,Year1,NA
12/9/2021,Sheep Station,White,4,96,-4.024999976,-0.200000001,-2.112499989,0.143614029,1,1,3.824999975,0,0,2021,Dec,Q4,Year1,NA
12/10/2021,Sheep Station,Black,4,96,-4.12499994,-0.125000004,-2.124999972,0.132287539,1,1,3.999999937,0,0,2021,Dec,Q4,Year1,NA
12/10/2021,Sheep Station,White,4,96,-5.399999976,-0.700000025,-3.050000001,0.147195942,1,1,4.699999951,0,0,2021,Dec,Q4,Year1,NA
12/11/2021,Sheep Station,Black,4,96,-4.350000024,-1.375,-2.862500012,0.205649394,1,1,2.975000024,0,0,2021,Dec,Q4,Year1,NA
12/11/2021,Sheep Station,White,4,96,-5.574999928,-2.024999976,-3.799999952,0.091287006,1,1,3.549999952,0,0,2021,Dec,Q4,Year1,NA
12/12/2021,Sheep Station,Black,4,96,-2.275000036,-0.650000006,-1.462500021,0.154784808,1,1,1.62500003,1,0,2021,Dec,Q4,Year1,NA
12/12/2021,Sheep Station,White,4,96,-2.775000036,-0.849999994,-1.812500015,0.103077631,1,1,1.925000042,1,0,2021,Dec,Q4,Year1,NA
12/13/2021,Sheep Station,Black,4,96,-1.050000012,-0.225000005,-0.637500009,0.110867801,1,1,0.825000007,1,1,2021,Dec,Q4,Year1,NA
12/13/2021,Sheep Station,White,4,96,-1.324999988,-0.350000009,-0.837499999,0.137689259,1,1,0.974999979,1,1,2021,Dec,Q4,Year1,NA
12/14/2021,Sheep Station,Black,4,96,-0.225000005,-0.050000001,-0.137500003,0.137689266,1,1,0.175000004,1,1,2021,Dec,Q4,Year1,NA
12/14/2021,Sheep Station,White,4,96,-0.375000011,-0.125000004,-0.250000007,0.158113889,1,1,0.250000007,1,1,2021,Dec,Q4,Year1,NA
12/15/2021,Sheep Station,Black,4,96,-0.100000001,-3.12E-17,-0.050000001,0.115470056,1,1,0.100000001,1,1,2021,Dec,Q4,Year1,NA
12/15/2021,Sheep Station,White,4,96,-0.250000004,-0.050000003,-0.150000003,0.195789005,1,1,0.200000001,1,1,2021,Dec,Q4,Year1,NA
12/16/2021,Sheep Station,Black,4,96,-0.200000007,-0.075000001,-0.137500004,0.131497786,1,1,0.125000006,1,1,2021,Dec,Q4,Year1,NA
12/16/2021,Sheep Station,White,4,96,-0.325000005,-0.200000005,-0.262500005,0.175000001,1,1,0.125,1,1,2021,Dec,Q4,Year1,NA
12/17/2021,Sheep Station,Black,4,96,-0.150000004,-0.050000001,-0.100000002,0.12247449,1,1,0.100000003,1,1,2021,Dec,Q4,Year1,NA
12/17/2021,Sheep Station,White,4,96,-0.300000003,-0.150000004,-0.225000003,0.15545632,1,1,0.149999999,1,1,2021,Dec,Q4,Year1,NA
12/18/2021,Sheep Station,Black,4,96,-0.225000005,-0.075000001,-0.150000003,0.147196017,1,1,0.150000004,1,1,2021,Dec,Q4,Year1,NA
12/18/2021,Sheep Station,White,4,96,-0.425000008,-0.275000002,-0.350000005,0.177951307,1,1,0.150000006,1,1,2021,Dec,Q4,Year1,NA
12/19/2021,Sheep Station,Black,4,96,-0.175000003,-0.075000001,-0.125000002,0.15545632,1,1,0.100000001,1,1,2021,Dec,Q4,Year1,NA
12/19/2021,Sheep Station,White,4,96,-0.425000008,-0.275000002,-0.350000005,0.177951307,1,1,0.150000006,1,1,2021,Dec,Q4,Year1,NA
12/20/2021,Sheep Station,Black,4,96,-0.125000004,0.025,-0.050000002,0.158113887,1,1,0.150000004,1,1,2021,Dec,Q4,Year1,NA
12/20/2021,Sheep Station,White,4,96,-0.350000003,-0.175000006,-0.262500005,0.170171484,1,1,0.174999997,1,1,2021,Dec,Q4,Year1,NA
12/21/2021,Sheep Station,Black,4,96,-0.175000003,-0.050000001,-0.112500002,0.149303943,1,1,0.125000002,1,1,2021,Dec,Q4,Year1,NA
12/21/2021,Sheep Station,White,4,96,-0.500000007,-0.250000006,-0.375000007,0.155456316,1,1,0.250000002,1,1,2021,Dec,Q4,Year1,NA
12/22/2021,Sheep Station,Black,4,96,-0.175000003,0.025,-0.075000001,0.15545632,1,1,0.200000003,1,1,2021,Dec,Q4,Year1,NA
12/22/2021,Sheep Station,White,4,96,-0.45000001,-0.175000006,-0.312500008,0.137689268,1,1,0.275000004,1,1,2021,Dec,Q4,Year1,NA
12/23/2021,Sheep Station,Black,4,96,0.025,0.125000004,0.075000002,0.150000004,1,1,0.100000003,1,1,2021,Dec,Q4,Year1,NA
12/23/2021,Sheep Station,White,4,96,-0.175000006,0,-0.087500003,0.165201901,1,1,0.175000006,1,1,2021,Dec,Q4,Year1,NA
12/24/2021,Sheep Station,Black,4,96,0.050000001,0.150000004,0.100000002,0.12247449,1,1,0.100000003,1,1,2021,Dec,Q4,Year1,NA
12/24/2021,Sheep Station,White,4,96,-0.025,0.075000001,0.025,0.15545632,1,1,0.100000001,1,1,2021,Dec,Q4,Year1,NA
12/25/2021,Sheep Station,Black,4,96,0.025,0.125000004,0.075000002,0.155456321,1,1,0.100000003,1,1,2021,Dec,Q4,Year1,NA
12/25/2021,Sheep Station,White,4,96,-0.200000003,0.025,-0.087500001,0.149303943,1,1,0.225000003,1,1,2021,Dec,Q4,Year1,NA
12/26/2021,Sheep Station,Black,4,96,0.025000002,0.125000004,0.075000003,0.170782519,1,1,0.100000001,1,1,2021,Dec,Q4,Year1,NA
12/26/2021,Sheep Station,White,4,96,-0.225000003,0,-0.112500002,0.110867791,1,1,0.225000003,1,1,2021,Dec,Q4,Year1,NA
12/27/2021,Sheep Station,Black,4,96,-0.075000003,0.050000003,-0.0125,0.188745867,1,1,0.125000006,1,1,2021,Dec,Q4,Year1,NA
12/27/2021,Sheep Station,White,4,96,-0.475000005,-0.200000003,-0.337500004,0.242813371,1,1,0.275000002,1,1,2021,Dec,Q4,Year1,NA
