"SiteCode_numeric","yday","SiteCode","daylength","prcp","radiation","swe","tmax","tmin","vp","year","climYr","climDay","season","tavg"
"1",14,"dino",33824.05078125,0,202.830001831055,3.14000010490417,5.82999992370605,-3,489.559997558594,2024,2024,106,"Win",1.41499996185303
"1",15,"dino",33907.421875,0,272.040008544922,3.14000010490417,-0.189999997615814,-13.1300001144409,222.440002441406,2024,2024,107,"Win",-6.66000005602836
"1",16,"dino",33993.640625,0,302.760009765625,3.14000010490417,-3.36999988555908,-19.0900001525879,135.139999389648,2024,2024,108,"Win",-11.2300000190735
"1",17,"dino",34082.671875,1.44000005722046,280.899993896484,4.59000015258789,-1.53999996185303,-14.7700004577637,163.020004272461,2024,2024,109,"Win",-8.15500020980837
"1",18,"dino",34174.44921875,0,287.970001220703,4.59000015258789,4.57999992370605,-9.13000011444092,178.490005493164,2024,2024,110,"Win",-2.27500009536743
"1",19,"dino",34268.921875,0,268.670013427734,4.59000015258789,5.3899998664856,-6.63000011444092,222.729995727539,2024,2024,111,"Win",-0.62000012397766
"1",20,"dino",34366.03125,0,254.929992675781,4.36999988555908,5.48999977111816,-5.48999977111816,251.759994506836,2024,2024,112,"Win",0
"1",21,"dino",34465.7109375,1.03999996185303,254.720001220703,4.09999990463257,5.51000022888184,-5.34000015258789,253.759994506836,2024,2024,113,"Win",0.0850000381469753
"1",22,"dino",34567.921875,0,167.589996337891,1.82000005245209,6.01000022888184,-0.569999992847443,481.309997558594,2024,2024,114,"Win",2.7200001180172
"1",23,"dino",34672.6015625,0,186.630004882812,0,8.13000011444092,-0.189999997615814,450.989990234375,2024,2024,115,"Win",3.97000005841255
"1",24,"dino",34779.69140625,0,189.429992675781,0,8.17000007629395,-0.200000002980232,445.010009765625,2024,2024,116,"Win",3.98500003665686
"1",25,"dino",34889.12890625,0,202.419998168945,0,5.96999979019165,-2.94000005722046,362.630004882812,2024,2024,117,"Win",1.5149998664856
"1",26,"dino",35000.859375,0,216.559997558594,0,7.71999979019165,-1.9099999666214,361.109985351562,2024,2024,118,"Win",2.90499991178513
"1",27,"dino",35114.8203125,0,274.089996337891,0,6.96999979019165,-6.44000005722046,218.089996337891,2024,2024,119,"Win",0.264999866485595
"1",28,"dino",35230.96875,0,293.899993896484,0,9.47000026702881,-5.69999980926514,192.869995117188,2024,2024,120,"Win",1.88500022888184
"1",29,"dino",35349.23046875,0,308.339996337891,0,11.4300003051758,-5.23000001907349,159.320007324219,2024,2024,121,"Win",3.10000014305116
"1",30,"dino",35469.55859375,0,313.600006103516,0,11.4899997711182,-5.51999998092651,151.600006103516,2024,2024,122,"Win",2.98499989509584
"1",31,"dino",35591.890625,0,313.929992675781,0,11.2799997329712,-5.40000009536743,152.710006713867,2024,2024,123,"Win",2.93999981880189
"1",32,"dino",35716.1796875,1.33000004291534,299.859985351562,0,9.77000045776367,-4.90000009536743,174.889999389648,2024,2024,124,"Win",2.43500018119812
"1",33,"dino",35842.3515625,11.0799999237061,169.889999389648,0,8.44999980926514,-0.990000009536743,422.410003662109,2024,2024,125,"Win",3.7299998998642
"1",34,"dino",35970.359375,0,140.199996948242,0,5.82999992370605,0.509999990463257,631.929992675781,2024,2024,126,"Win",3.16999995708465
"1",35,"dino",36100.16015625,0,210.380004882812,0,5.76999998092651,-2.33999991416931,437.390014648438,2024,2024,127,"Win",1.7150000333786
"1",36,"dino",36231.6796875,0,246.809997558594,0,6.53000020980835,-3.20000004768372,372.350006103516,2024,2024,128,"Win",1.66500008106231
"1",37,"dino",36364.87109375,5.09000015258789,156.759994506836,0,6.38000011444092,-1.55999994277954,521.070007324219,2024,2024,129,"Win",2.41000008583069
"1",38,"dino",36499.6796875,4.61999988555908,122.279998779297,0,5.30999994277954,-0.589999973773956,584.890014648438,2024,2024,130,"Win",2.35999998450279
"1",39,"dino",36636.05859375,0,236.809997558594,0,5.82000017166138,-3.02999997138977,440.579986572266,2024,2024,131,"Win",1.3950001001358
"1",40,"dino",36773.9609375,4.94999980926514,149.300003051758,0,4.48000001907349,-2.58999991416931,504.989990234375,2024,2024,132,"Win",0.94500005245209
"1",41,"dino",36913.30859375,0,218.5,0,1.66999995708466,-5.92000007629395,392.630004882812,2024,2024,133,"Win",-2.12500005960464
"1",42,"dino",37054.078125,0,302.320007324219,0,0.730000019073486,-10.6800003051758,249.639999389648,2024,2024,134,"Win",-4.97500014305116
"1",43,"dino",37196.21875,0,326.100006103516,0,3.46000003814697,-9.38000011444092,249.149993896484,2024,2024,135,"Win",-2.96000003814697
"1",44,"dino",37339.66015625,0,341.339996337891,0,6.55000019073486,-7.65000009536743,262.940002441406,2024,2024,136,"Win",-0.549999952316285
"1",45,"dino",37484.37890625,0,314.649993896484,0,8.60999965667725,-3.32999992370605,366.260009765625,2024,2024,137,"Win",2.6399998664856
"1",46,"dino",37630.30859375,0,284.660003662109,0,7.80999994277954,-2.07999992370605,427.339996337891,2024,2024,138,"Win",2.86500000953674
"1",47,"dino",37777.421875,0,341.829986572266,0,7.57999992370605,-5.59999990463257,298.019989013672,2024,2024,139,"Win",0.99000000953674
"1",48,"dino",37925.6484375,0,332.809997558594,0,3.77999997138977,-8.35000038146973,261.779998779297,2024,2024,140,"Win",-2.28500020503998
"1",49,"dino",38074.96875,0.349999994039536,323.380004882812,0.349999994039536,1.87999999523163,-7.65999984741211,286.820007324219,2024,2024,141,"Win",-2.88999992609024
"1",50,"dino",38225.3203125,0,400.440002441406,0.349999994039536,7.51000022888184,-6.34999990463257,251.649993896484,2024,2024,142,"Win",0.580000162124635
"1",51,"dino",38376.671875,6.48999977111816,186.979995727539,0,4.92999982833862,-2.84999990463257,495.040008544922,2024,2024,143,"Win",1.03999996185303
"1",52,"dino",38528.98046875,5.51999998092651,192.389999389648,0,8.25,0.140000000596046,616.820007324219,2024,2024,144,"Win",4.19500000029802
"1",53,"dino",38682.19921875,0,305.359985351562,0,8.23999977111816,-1.75999999046326,467.429992675781,2024,2024,145,"Win",3.23999989032745
"1",54,"dino",38836.2890625,0,353.950012207031,0,8.63000011444092,-4.05000019073486,365.630004882812,2024,2024,146,"Win",2.28999996185303
"1",55,"dino",38991.21875,0,382.869995117188,0,9.85000038146973,-5.1399998664856,309.320007324219,2024,2024,147,"Win",2.35500025749206
"1",56,"dino",39146.94140625,0,409.829986572266,0,14.1499996185303,-4.57999992370605,288.070007324219,2024,2024,148,"Win",4.78499984741213
"1",57,"dino",39303.421875,0,405.299987792969,0,14.8199996948242,-2.82999992370605,314.959991455078,2024,2024,149,"Win",5.99499988555907
"1",58,"dino",39460.62109375,0,335.059997558594,0,7.17999982833862,-4.07000017166138,363.709991455078,2024,2024,150,"Win",1.55499982833862
"1",59,"dino",39618.51171875,0,395.559997558594,0,5.32000017166138,-9.64999961853027,224.440002441406,2024,2024,151,"Win",-2.16499972343445
"1",60,"dino",39777.0390625,0,423.399993896484,0,10.8100004196167,-7.40000009536743,230.410003662109,2024,2024,152,"Win",1.70500016212463
"1",61,"dino",39936.19140625,0,424.670013427734,0,14.8900003433228,-3.35999989509583,287.209991455078,2024,2024,153,"Win",5.76500022411348
"1",62,"dino",40095.921875,3.26999998092651,299.149993896484,0,13.0100002288818,-2.27999997138977,408.019989013672,2024,2024,154,"Win",5.36500012874601
"1",63,"dino",40256.19140625,1.9099999666214,251.729995727539,0,2.60999989509583,-4.69000005722046,423.480010986328,2024,2024,155,"Win",-1.04000008106231
"1",64,"dino",40416.98046875,0,274.140014648438,0,3.90000009536743,-4.15999984741211,425.489990234375,2024,2024,156,"Win",-0.12999987602234
"1",65,"dino",40578.25,0,323.769989013672,0,4.98000001907349,-4.92000007629395,369.790008544922,2024,2024,157,"Win",0.0299999713897701
"1",66,"dino",40739.96875,4.23000001907349,316.75,0,12.0900001525879,-4.53000020980835,354.380004882812,2024,2024,158,"Win",3.77999997138977
"1",67,"dino",40902.109375,0,361.149993896484,0,9.72000026702881,-2.07999992370605,417.730010986328,2024,2024,159,"Win",3.82000017166138
"1",68,"dino",41064.62890625,0,317.25,0,6.98000001907349,-2.76999998092651,437.619995117188,2024,2024,160,"Win",2.10500001907349
"1",69,"dino",41227.51953125,0,415.549987792969,0,8.03999996185303,-6.98000001907349,274.480010986328,2024,2024,161,"Win",0.52999997138977
"1",70,"dino",41390.73828125,0,448.269989013672,0,12.6999998092651,-5.88000011444092,262.559997558594,2024,2024,162,"Win",3.40999984741209
"1",71,"dino",41554.26171875,0,424.790008544922,0,14,-2.27999997138977,346.720001220703,2024,2024,163,"Win",5.86000001430511
"1",72,"dino",41718.0390625,4.01999998092651,286.019989013672,0,11.789999961853,-1.60000002384186,473.209991455078,2024,2024,164,"Win",5.09499996900557
"1",73,"dino",41882.078125,0,292.959991455078,0,8.60999965667725,-0.400000005960464,537.880004882812,2024,2024,165,"Win",4.10499982535839
"1",74,"dino",42046.328125,0,249.139999389648,0,6.15999984741211,-1.12000000476837,555.159973144531,2024,2024,166,"Win",2.51999992132187
"1",75,"dino",42210.76171875,0,353.809997558594,0,8.61999988555908,-2.39000010490417,425.579986572266,2024,2024,167,"Win",3.11499989032746
"1",76,"dino",42375.359375,0,407.929992675781,0,11.6300001144409,-2.15000009536743,382.910003662109,2024,2024,168,"Win",4.74000000953674
"1",77,"dino",42540.08984375,0,327.230010986328,0,12.25,2.34999990463257,592.070007324219,2024,2024,169,"Win",7.29999995231629
"1",78,"dino",42704.9296875,0,463.279998779297,0,15.6999998092651,-2.08999991416931,329.200012207031,2024,2024,170,"Win",6.8049999475479
"1",79,"dino",42869.8515625,0,479.920013427734,0,17.7099990844727,-2.25999999046326,305.660003662109,2024,2024,171,"Win",7.72499954700472
"1",80,"dino",43034.8203125,0,479.350006103516,0,17.8600006103516,-1.87000000476837,312.700012207031,2024,2024,172,"Win",7.99500030279162
"1",81,"dino",43199.8203125,0,480.709991455078,0,18.6100006103516,-1.47000002861023,316.350006103516,2024,2024,173,"Win",8.57000029087069
"1",82,"dino",43364.8203125,0.340000003576279,465.839996337891,0,17.5400009155273,-0.930000007152557,342.170013427734,2024,2024,174,"Win",8.30500045418737
"1",83,"dino",43529.7890625,1.94000005722046,431.25,0,17.1700000762939,1.37999999523163,431.329986572266,2024,2024,175,"Win",9.27500003576276
"1",84,"dino",43694.7109375,1.39999997615814,230.460006713867,0,7.34999990463257,0.430000007152557,628.760009765625,2024,2024,176,"Win",3.88999995589256
"1",85,"dino",43859.55078125,1,303.540008544922,0,7.48000001907349,-1.67999994754791,484.359985351562,2024,2024,177,"Win",2.90000003576279
"1",86,"dino",44024.28125,0.680000007152557,312.630004882812,0,7.05999994277954,-2.15000009536743,462.279998779297,2024,2024,178,"Win",2.45499992370606
"1",87,"dino",44188.87890625,0,452.339996337891,0,11.2600002288818,-4.15000009536743,304.279998779297,2024,2024,179,"Win",3.55500006675719
"1",88,"dino",44353.30859375,1.62999999523163,439.950012207031,0,13.0100002288818,-1.6599999666214,352.579986572266,2024,2024,180,"Win",5.6750001311302
"1",89,"dino",44517.55859375,1.10000002384186,313.160003662109,0,8.92000007629395,-0.0700000002980232,519.710021972656,2024,2024,181,"Win",4.42500003799796
"1",90,"dino",44681.6015625,0,288.019989013672,0,9.59000015258789,1.62000000476837,602.349975585938,2024,2024,182,"Win",5.60500007867813
"1",91,"dino",44845.390625,0.189999997615814,349.010009765625,0,11.3500003814697,1.61000001430511,533.359985351562,2024,2024,183,"Win",6.4800001978874
"1",92,"dino",45008.91015625,0,380.679992675781,0,10.5100002288818,-0.140000000596046,452.040008544922,2024,2024,184,"Win",5.18500011414288
"1",93,"dino",45172.12109375,0,469.570007324219,0,14.1000003814697,-0.97000002861023,346.5,2024,2024,185,"Spr",6.56500017642974
"1",94,"dino",45335.01171875,0,512.679992675781,0,18.4200000762939,-0.540000021457672,306.209991455078,2024,2024,186,"Spr",8.94000002741811
"1",95,"dino",45497.5390625,0,502.600006103516,0,19.6700000762939,1.50999999046326,352.299987792969,2024,2024,187,"Spr",10.5900000333786
"1",96,"dino",45659.6796875,0,493.570007324219,0,19.9400005340576,2.6800000667572,385.980010986328,2024,2024,188,"Spr",11.3100003004074
"1",97,"dino",45821.3984375,0,428.609985351562,0,12.039999961853,-0.990000009536743,379.619995117188,2024,2024,189,"Spr",5.52499997615813
"1",98,"dino",45982.671875,0,479.040008544922,0,10.9799995422363,-4.76000022888184,269.850006103516,2024,2024,190,"Spr",3.10999965667723
"1",99,"dino",46143.4609375,0,492.339996337891,0,12.5200004577637,-4.05999994277954,269.109985351562,2024,2024,191,"Spr",4.23000025749208
"1",100,"dino",46303.73046875,0,522.119995117188,0,14.7799997329712,-4.17000007629395,241.889999389648,2024,2024,192,"Spr",5.30499982833862
"1",101,"dino",46463.4609375,0,516.780029296875,0,17.7000007629395,-0.77999997138977,281.690002441406,2024,2024,193,"Spr",8.46000039577486
"1",102,"dino",46622.609375,0,529.929992675781,0,19.6299991607666,-0.259999990463257,273.260009765625,2024,2024,194,"Spr",9.68499958515167
"1",103,"dino",46781.1484375,0,554.349975585938,0,24.9200000762939,1.01999998092651,256.570007324219,2024,2024,195,"Spr",12.9700000286102
"1",104,"dino",46939.03125,0,505.089996337891,0,23.7900009155273,5.26000022888184,380.390014648438,2024,2024,196,"Spr",14.5250005722046
"1",105,"dino",47096.23046875,0,508.839996337891,0,22.6499996185303,3.78999996185303,345.649993896484,2024,2024,197,"Spr",13.2199997901917
"1",106,"dino",47252.7109375,0,457.260009765625,0,18.5300006866455,3.22000002861023,398.820007324219,2024,2024,198,"Spr",10.8750003576279
"1",107,"dino",47408.44140625,0,475.279998779297,0,20.2600002288818,3.78999996185303,385.829986572266,2024,2024,199,"Spr",12.0250000953674
"1",108,"dino",47563.37109375,0,456.630004882812,0,21.0100002288818,5.69000005722046,440.5,2024,2024,200,"Spr",13.3500001430511
"1",109,"dino",47717.4609375,0,486.010009765625,0,17.7099990844727,1.0900000333786,315.690002441406,2024,2024,201,"Spr",9.39999955892565
"1",110,"dino",47870.6796875,0,449.239990234375,0,16.6100006103516,2.23000001907349,376.920013427734,2024,2024,202,"Spr",9.42000031471255
"1",111,"dino",48022.98828125,0,523.599975585938,0,19.3500003814697,0.540000021457672,267.730010986328,2024,2024,203,"Spr",9.94500020146369
"1",112,"dino",48174.3515625,0,550.260009765625,0,22.7700004577637,1.36000001430511,241.539993286133,2024,2024,204,"Spr",12.0650002360344
"1",113,"dino",48324.7109375,0,538.619995117188,0,26.0200004577637,5.53000020980835,324.190002441406,2024,2024,205,"Spr",15.775000333786
"1",114,"dino",48474.01953125,0,478.670013427734,0,25.6499996185303,9.1899995803833,470.429992675781,2024,2024,206,"Spr",17.4199995994568
"1",115,"dino",48622.26171875,0,512.75,0,26.2800006866455,7.46999979019165,376.670013427734,2024,2024,207,"Spr",16.8750002384186
"1",116,"dino",48769.37109375,0,410.649993896484,0,20.8600006103516,7.63000011444092,538.359985351562,2024,2024,208,"Spr",14.2450003623963
"1",117,"dino",48915.30078125,6.80999994277954,289.200012207031,0,16.3700008392334,4.19999980926514,602.059997558594,2024,2024,209,"Spr",10.2850003242493
"1",118,"dino",49060.01953125,7,217.729995727539,0,13.5200004577637,4.84000015258789,789.760009765625,2024,2024,210,"Spr",9.1800003051758
"1",119,"dino",49203.46875,1.74000000953674,353.470001220703,0,15.6199998855591,4.88000011444092,634.309997558594,2024,2024,211,"Spr",10.25
"1",120,"dino",49345.609375,1.46000003814697,483.790008544922,0,18.2299995422363,1.69000005722046,392.869995117188,2024,2024,212,"Spr",9.95999979972838
"1",121,"dino",49486.37890625,0,446.850006103516,0,18.6399993896484,3.85999989509583,493.359985351562,2024,2024,213,"Spr",11.2499996423721
"1",122,"dino",49625.73828125,0,387.059997558594,0,16.7399997711182,4.53000020980835,588.890014648438,2024,2024,214,"Spr",10.6349999904633
"1",123,"dino",49763.640625,0,512.869995117188,0,16.3700008392334,-1.91999995708466,295.25,2024,2024,215,"Spr",7.22500044107437
"1",124,"dino",49900.01953125,0,413.029998779297,0,15.4300003051758,2.46000003814697,428.450012207031,2024,2024,216,"Spr",8.94500017166139
"1",125,"dino",50034.83984375,0,563.590026855469,0,21.6900005340576,-0.660000026226044,217.380004882812,2024,2024,217,"Spr",10.5150002539158
"1",126,"dino",50168.03125,8.80000019073486,370.799987792969,0,21.1200008392334,3.6800000667572,473.119995117188,2024,2024,218,"Spr",12.4000004529953
"1",127,"dino",50299.55859375,0,374.709991455078,0,12.8100004196167,1.35000002384186,486.200012207031,2024,2024,219,"Spr",7.08000022172928
"1",128,"dino",50429.359375,0,403.920013427734,0,12.0500001907349,-0.349999994039536,392.230010986328,2024,2024,220,"Spr",5.85000009834768
"1",129,"dino",50557.37109375,0,434.279998779297,0,10.8699998855591,-2.58999991416931,303.5,2024,2024,221,"Spr",4.1399999856949
"1",130,"dino",50683.55078125,1.62000000476837,407.679992675781,0,13.5900001525879,1.28999996185303,400.670013427734,2024,2024,222,"Spr",7.44000005722046
"1",131,"dino",50807.83984375,0,403.149993896484,0,17.9400005340576,5.86999988555908,490.420013427734,2024,2024,223,"Spr",11.9050002098083
"1",132,"dino",50930.171875,0,532.489990234375,0,21.2299995422363,2.91000008583069,270.089996337891,2024,2024,224,"Spr",12.0699998140335
"1",133,"dino",51050.51171875,0,570.809997558594,0,25.5,3.77999997138977,284.480010986328,2024,2024,225,"Spr",14.6399999856949
"1",134,"dino",51168.78125,0,555.169982910156,0,26.7900009155273,6.44999980926514,346.880004882812,2024,2024,226,"Spr",16.6200003623962
"1",135,"dino",51284.921875,0,495.239990234375,0,24.6499996185303,8.59000015258789,409.059997558594,2024,2024,227,"Spr",16.6199998855591
"1",136,"dino",51398.8984375,0,514.349975585938,0,21.9400005340576,4.94000005722046,317.399993896484,2024,2024,228,"Spr",13.440000295639
"1",137,"dino",51510.62890625,0,547.570007324219,0,25.1100006103516,5.6399998664856,326.869995117188,2024,2024,229,"Spr",15.3750002384186
"1",138,"dino",51620.078125,0,559.429992675781,0,28.0100002288818,7.1399998664856,364.920013427734,2024,2024,230,"Spr",17.5750000476837
"1",139,"dino",51727.171875,0,547.890014648438,0,27.0200004577637,7.17000007629395,365.690002441406,2024,2024,231,"Spr",17.0950002670288
"1",140,"dino",51831.8515625,0.0500000007450581,485.799987792969,0,25.9099998474121,9.98999977111816,448.660003662109,2024,2024,232,"Spr",17.9499998092651
"1",141,"dino",51934.0703125,1.67999994754791,368.700012207031,0,18.1100006103516,7.34999990463257,573.849975585938,2024,2024,233,"Spr",12.7300002574921
"1",142,"dino",52033.76171875,0.0199999995529652,359.579986572266,0,14.8699998855591,4.76000022888184,478.670013427734,2024,2024,234,"Spr",9.81500005722047
"1",143,"dino",52130.87109375,0,580.719970703125,0,22.4500007629395,0.699999988079071,224.839996337891,2024,2024,235,"Spr",11.5750003755093
"1",144,"dino",52225.3515625,0,449.899993896484,0,17.7399997711182,4.5,302.25,2024,2024,236,"Spr",11.1199998855591
"1",145,"dino",52317.12890625,5.1399998664856,425.320007324219,0,20.7600002288818,0.280000001192093,230.240005493164,2024,2024,237,"Spr",10.5200001150369
"1",146,"dino",52406.16015625,4,317.660003662109,0,15.9099998474121,3.46000003814697,477.230010986328,2024,2024,238,"Spr",9.68499994277954
"1",147,"dino",52492.3984375,0,537.52001953125,0,21.7999992370605,3.74000000953674,283.470001220703,2024,2024,239,"Spr",12.7699996232986
"1",148,"dino",52575.76953125,0,560.419982910156,0,25.9400005340576,5.48000001907349,322.850006103516,2024,2024,240,"Spr",15.7100002765655
"1",149,"dino",52656.23828125,0,553.510009765625,0,29.1000003814697,8.63000011444092,406.679992675781,2024,2024,241,"Spr",18.8650002479553
"1",150,"dino",52733.73828125,0,538.330017089844,0,30.1200008392334,10.6599998474121,470.589996337891,2024,2024,242,"Spr",20.3900003433228
"1",151,"dino",52808.23828125,0,460.630004882812,0,25.5,10.7399997711182,477.630004882812,2024,2024,243,"Spr",18.1199998855591
"1",152,"dino",52879.671875,0,515.719970703125,0,26.9400005340576,9.13000011444092,421.640014648438,2024,2024,244,"Spr",18.0350003242493
"1",153,"dino",52947.98828125,0,550.119995117188,0,29.7199993133545,9.19999980926514,423.809997558594,2024,2024,245,"Spr",19.4599995613098
"1",154,"dino",53013.16015625,0,489.850006103516,0,27.7299995422363,11.1999998092651,488.959991455078,2024,2024,246,"Spr",19.4649996757507
"1",155,"dino",53075.12890625,0,447.579986572266,0,26.5300006866455,12.3199996948242,529.260009765625,2024,2024,247,"Spr",19.4250001907348
"1",156,"dino",53133.859375,0,506.589996337891,0,28.2000007629395,10.9499998092651,480.279998779297,2024,2024,248,"Spr",19.5750002861023
"1",157,"dino",53189.30859375,0,542.02001953125,0,31.7600002288818,11.5900001525879,502.75,2024,2024,249,"Spr",21.6750001907348
"1",158,"dino",53241.4296875,0,531.989990234375,0,32.6800003051758,12.9499998092651,553.260009765625,2024,2024,250,"Spr",22.8150000572205
"1",159,"dino",53290.19140625,0,504.019989013672,0,33.2099990844727,15.1400003433228,643.510009765625,2024,2024,251,"Spr",24.1749997138977
"1",160,"dino",53335.55859375,0,485.649993896484,0,31,14.0799999237061,598.330017089844,2024,2024,252,"Spr",22.539999961853
"1",161,"dino",53377.48828125,0,515.159973144531,0,33.5400009155273,14.4499998092651,613.789978027344,2024,2024,253,"Spr",23.9950003623962
"1",162,"dino",53415.96875,0,490.470001220703,0,32.0999984741211,14.6800003051758,623.419982910156,2024,2024,254,"Spr",23.3899993896485
"1",163,"dino",53450.9609375,0,536.690002441406,0,33.189998626709,12.710000038147,543.97998046875,2024,2024,255,"Spr",22.949999332428
"1",164,"dino",53482.4296875,0,541.380004882812,0,35.0099983215332,13.9200000762939,591.570007324219,2024,2024,256,"Spr",24.4649991989136
"1",165,"dino",53510.37109375,0,554.090026855469,0,36.5900001525879,14.0200004577637,595.710021972656,2024,2024,257,"Spr",25.3050003051758
"1",166,"dino",53534.75,0,410.269989013672,0,30.2999992370605,16.7800006866455,720,2024,2024,258,"Spr",23.539999961853
"1",167,"dino",53555.55078125,0,514.650024414062,0,32.75,13.7799997329712,585.940002441406,2024,2024,259,"Spr",23.2649998664856
"1",168,"dino",53572.76171875,0,522.780029296875,0,33.2299995422363,13.710000038147,582.969970703125,2024,2024,260,"Spr",23.4699997901917
"1",169,"dino",53586.359375,0,533.659973144531,0,32.5,12.2700004577637,527.309997558594,2024,2024,261,"Spr",22.3850002288819
"1",170,"dino",53596.33984375,0,457.149993896484,0,23.7199993133545,8.56999969482422,405.140014648438,2024,2024,262,"Spr",16.1449995040894
"1",171,"dino",53602.69921875,0,530.549987792969,0,28.8400001525879,8.97999954223633,417.369995117188,2024,2024,263,"Spr",18.9099998474121
"1",172,"dino",53605.44140625,0,546.309997558594,0,33.3300018310547,11.4799995422363,498.910003662109,2024,2024,264,"Spr",22.4050006866455
"1",173,"dino",53604.5390625,4.92000007629395,367.730010986328,0,31.2700004577637,13.4300003051758,571.820007324219,2024,2024,265,"Spr",22.3500003814698
"1",174,"dino",53600.01171875,0,518.010009765625,0,30.6100006103516,11.0799999237061,484.929992675781,2024,2024,266,"Spr",20.8450002670289
"1",175,"dino",53591.8515625,0,523.25,0,35.4700012207031,15.0500001907349,639.609985351562,2024,2024,267,"Spr",25.260000705719
"1",176,"dino",53580.0703125,0,492.829986572266,0,35.1300010681152,16.5799999237061,710.330017089844,2024,2024,268,"Spr",25.8550004959107
"1",177,"dino",53564.6796875,0,513.429992675781,0,35.4599990844727,15.5299997329712,660.969970703125,2024,2024,269,"Spr",25.494999408722
"1",178,"dino",53545.69140625,0,503.799987792969,0,34.5099983215332,15.3400001525879,652.77001953125,2024,2024,270,"Spr",24.9249992370606
"1",179,"dino",53523.109375,4.48000001907349,324.059997558594,0,32.2999992370605,17.1000003814697,735.77001953125,2024,2024,271,"Spr",24.6999998092651
"1",180,"dino",53496.96875,0,458.450012207031,0,31.0599994659424,14.9300003051758,634.340026855469,2024,2024,272,"Spr",22.9949998855591
"1",181,"dino",53467.26953125,0,526.030029296875,0,33.8800010681152,13.3299999237061,568.010009765625,2024,2024,273,"Spr",23.6050004959107
"1",182,"dino",53434.05078125,0.9200000166893,459.730010986328,0,34.7000007629395,18.0699996948242,785.570007324219,2024,2024,274,"Spr",26.3850002288819
"1",183,"dino",53397.328125,0,448.890014648438,0,32.5400009155273,16.75,718.299987792969,2024,2024,275,"Spr",24.6450004577637
"1",184,"dino",53357.140625,0,428.049987792969,0,30.4400005340576,15.8000001907349,673.669982910156,2024,2024,276,"Sum",23.1200003623963
"1",185,"dino",53313.5,0,527.22998046875,0,31.9099998474121,11.5,499.350006103516,2024,2024,277,"Sum",21.704999923706
"1",186,"dino",53266.44140625,0,530.599975585938,0,31.2399997711182,10.539999961853,466.760009765625,2024,2024,278,"Sum",20.8899998664856
"1",187,"dino",53216.01171875,0,510.859985351562,0,31.1399993896484,11.8299999237061,511.329986572266,2024,2024,279,"Sum",21.4849996566772
"1",188,"dino",53162.23828125,0,529.239990234375,0,33.5299987792969,12.6499996185303,541.669982910156,2024,2024,280,"Sum",23.0899991989136
"1",189,"dino",53105.16015625,0,529.960021972656,0,32.2200012207031,11.3500003814697,494.320007324219,2024,2024,281,"Sum",21.7850008010864
"1",190,"dino",53044.8203125,0,493.980010986328,0,32.1699981689453,13.6599998474121,580.969970703125,2024,2024,282,"Sum",22.9149990081787
"1",191,"dino",52981.26171875,0,519.359985351562,0,34.7200012207031,14.2299995422363,604.549987792969,2024,2024,283,"Sum",24.4750003814697
"1",192,"dino",52914.51953125,0,531.320007324219,0,36.9700012207031,15.1599998474121,644.739990234375,2024,2024,284,"Sum",26.0650005340576
"1",193,"dino",52844.6484375,0,543.739990234375,0,38.4099998474121,15.25,648.710021972656,2024,2024,285,"Sum",26.829999923706
